timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1659971534562,447,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,5866,644,3,11,0,3,0
1659971534985,545,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,1467,935,3,11,0,0,0
1659971535012,522,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,1467,935,3,11,0,2,0
1659971534788,1286,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2420,1311,5,11,0,2,0
1659971536077,316,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1635,1383,5,11,0,1,0
1659971535536,1221,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,4315,1740,3,11,0,5,0
1659971535531,1387,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,4098,1740,3,11,0,3,0
1659971536947,652,DeleteAdded,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,559,505,3,11,0,2,0
1659971537601,734,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,1629,1477,3,11,0,2,0
1659971536762,3041,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,8309,5518,3,11,0,7,0
1659971539811,1229,PaymentMethod,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,2107,2930,3,11,0,3,0
1659971541066,818,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,1629,1477,3,11,0,0,0
1659971546496,1869,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,2643,297,5,11,0,0,0
1659971548365,1460,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,2200,1352,5,11,0,3,0
1659971549828,322,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1635,1375,5,11,0,3,0
1659971554562,980,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,5866,644,3,12,0,1,0
1659971554527,1018,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,5866,644,4,12,0,3,0
1659971555543,563,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,1468,935,3,12,0,1,0
1659971555548,560,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,1454,931,4,12,0,2,0
1659971556107,1539,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,4429,1793,3,12,0,3,0
1659971556110,2228,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,4881,1708,4,12,0,1,0
1659971558493,304,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,2643,297,5,12,0,1,0
1659971558362,573,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,1629,1461,4,12,0,1,0
1659971558798,600,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,2064,1364,5,12,0,2,0
1659971557649,2006,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,8333,5518,3,12,0,3,0
1659971559400,380,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1635,1383,5,12,0,2,0
1659971559659,1177,PaymentMethod,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,2115,2930,3,12,0,2,0
1659971560849,469,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,1629,1477,3,12,0,0,0
1659971570494,624,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,2643,297,5,12,0,0,0
1659971571119,1572,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,2391,1357,5,12,0,1,0
1659971572693,512,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,1635,1379,5,12,0,0,0
1659971574527,760,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-4,,true,,5866,644,4,12,0,1,0
1659971575288,319,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-4,,true,,1468,935,4,12,0,2,0
1659971574563,1127,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,5866,644,3,12,0,2,0
1659971575692,349,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,1468,935,3,12,0,2,0
1659971576043,1993,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,4548,1793,3,12,0,5,0
1659971575609,2838,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-4,,true,,5477,1793,4,12,0,4,0
1659971578461,915,DeleteAdded,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-4,,true,,839,505,4,12,0,1,0
1659971579378,585,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-4,,true,,1629,1477,4,12,0,3,0
1659971578042,2182,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,8288,5518,3,12,0,4,0
1659971580229,1817,PaymentMethod,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,2100,2930,3,12,0,3,0
1659971582058,433,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,1629,1477,3,12,0,3,0
1659971582494,345,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,2643,297,5,12,0,1,0
1659971582841,894,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,2067,1364,5,12,0,1,0
1659971583738,484,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1635,1383,5,12,0,1,0
1659971594494,301,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2643,297,5,13,0,1,0
1659971594603,290,RegisterPage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 4-2,,true,,1866,306,1,13,0,0,0
1659971594527,456,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-3,,true,,5866,644,4,13,0,0,0
1659971594563,458,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,5866,644,3,13,0,1,0
1659971594983,324,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-3,,true,,1453,931,4,13,0,2,0
1659971595023,324,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,1459,932,3,13,0,0,0
1659971594796,552,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1926,1357,5,13,0,2,0
1659971594894,458,AccountCreateRequest,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 4-2,,true,,1642,1692,1,13,0,2,0
1659971595350,307,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1635,1379,5,13,0,1,0
1659971595354,358,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 4-2,,true,,2006,1314,1,13,0,3,0
1659971595347,1381,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,3728,1777,3,13,0,3,0
1659971595309,2395,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-3,,true,,4328,1761,4,13,0,2,0
1659971597717,635,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-3,,true,,1629,1461,4,13,0,3,0
1659971596732,2015,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,8327,5474,3,13,0,6,0
1659971598753,1508,PaymentMethod,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,2115,2914,3,13,0,5,0
1659971600279,670,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,1629,1469,3,13,0,1,0
1659971606496,589,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,2643,297,5,13,0,1,0
1659971607086,886,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1921,1350,5,13,0,2,0
1659971607975,315,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1629,1375,5,13,0,1,0
1659971614563,746,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,5866,644,3,13,0,0,0
1659971615311,342,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,1468,935,3,13,0,0,0
1659971614529,1164,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,5866,644,4,13,0,2,0
1659971615695,323,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,1460,932,4,13,0,0,0
1659971615654,1582,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,4420,1793,3,13,0,2,0
1659971618494,297,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,2643,297,5,13,0,1,0
1659971616019,3250,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,5032,1777,4,13,0,5,0
1659971618791,501,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1934,1364,5,13,0,2,0
1659971617238,2359,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,8468,5518,3,13,0,6,0
1659971619295,371,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1635,1383,5,13,0,1,0
1659971619280,1320,DeleteAdded,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,900,501,4,13,0,1,0
1659971619602,1198,PaymentMethod,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,2160,2930,3,13,0,4,0
1659971620602,467,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,1629,1469,4,13,0,1,0
1659971620815,343,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,1629,1477,3,13,0,1,0
1659971630495,445,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,2643,297,5,13,0,0,0
1659971630940,1459,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,2341,1364,5,13,0,2,0
1659971632402,367,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,1635,1383,5,13,0,1,0
1659971634527,462,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,5866,644,4,13,0,2,0
1659971634564,460,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,5866,644,3,13,0,2,0
1659971634991,326,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,1468,935,4,13,0,1,0
1659971635026,372,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,1468,935,3,13,0,1,0
1659971635399,1499,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,4259,1793,3,13,0,2,0
1659971635318,1584,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,3980,1793,4,13,0,2,0
1659971636914,447,DeleteAdded,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,559,505,4,13,0,1,0
1659971637363,946,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-1,,true,,1629,1477,4,13,0,0,0
1659971636901,2604,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,8294,5518,3,13,0,5,0
1659971639510,1901,PaymentMethod,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,2102,2930,3,13,0,4,0
1659971641428,855,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,1629,1477,3,13,0,0,0
1659971642493,545,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,2643,297,5,13,0,0,0
1659971643039,624,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1925,1357,5,13,0,1,0
1659971643665,617,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1635,1379,5,13,0,1,0
1659971654494,295,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2643,297,5,13,0,0,0
1659971654527,467,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-4,,true,,5866,644,4,13,0,0,0
1659971654562,498,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,5866,644,3,13,0,2,0
1659971654995,321,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-4,,true,,1467,935,4,13,0,1,0
1659971654790,547,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1926,1357,5,13,0,2,0
1659971655062,322,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,1467,935,3,13,0,1,0
1659971655339,447,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1635,1379,5,13,0,1,0
1659971655317,1561,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 2",jp@gc - Ultimate Thread Group 2-4,,false,,3448,1793,4,13,0,7,0
1659971655385,1503,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,5549,1791,3,13,0,6,0
1659971656895,1047,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-4,,true,,1629,1477,4,13,0,2,0
1659971656894,2995,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,8435,5518,3,13,0,7,0
1659971659896,1533,PaymentMethod,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,2149,2930,3,13,0,2,0
1659971661439,696,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-1,,true,,1629,1477,3,13,0,1,0
1659971666496,712,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,2643,297,5,13,0,0,0
1659971667208,611,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1935,1364,5,13,0,2,0
1659971667821,502,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1635,1383,5,13,0,2,0
1659971674526,868,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-3,,true,,5866,644,4,13,0,3,0
1659971675397,341,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-3,,true,,1454,931,4,13,0,2,0
1659971674562,1794,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,5866,644,3,13,0,2,0
1659971676358,319,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,1468,935,3,13,0,0,0
1659971675740,2339,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-3,,true,,5144,1761,4,13,0,3,0
1659971676678,1459,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,4797,1793,3,13,0,3,0
1659971678087,455,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-3,,true,,1629,1461,4,13,0,1,0
1659971678493,356,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,2643,297,5,13,0,1,0
1659971678850,550,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1935,1364,5,13,0,2,0
1659971679403,314,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1635,1383,5,13,0,0,0
1659971678141,2318,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,8495,5518,3,13,0,4,0
1659971680464,1374,PaymentMethod,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,2169,2930,3,13,0,3,0
1659971681846,800,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-3,,true,,1629,1477,3,13,0,2,0
1659971690494,482,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,2643,297,5,13,0,0,0
1659971690976,728,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,1935,1364,5,13,0,2,0
1659971691706,554,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,1635,1383,5,13,0,2,0
1659971694527,430,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,5866,644,4,13,0,2,0
1659971694563,474,HomePage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,5866,644,3,13,0,0,0
1659971694959,317,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,1468,935,4,13,0,1,0
1659971695037,319,Login,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,1460,932,3,13,0,1,0
1659971695277,2933,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,5264,1793,4,13,0,3,0
1659971695358,3273,AddSelected,200,"Number of samples in transaction : 4, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,4593,1777,3,13,0,3,0
1659971698226,601,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 2-2,,true,,1629,1477,4,13,0,0,0
1659971702493,290,HomePage,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,2643,297,5,13,0,0,0
1659971702784,635,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1925,1357,5,13,0,1,0
1659971703420,374,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1635,1379,5,13,0,3,0
1659971698635,5761,ShoppingDetails,200,"Number of samples in transaction : 8, number of failing samples : 0",jp@gc - Ultimate Thread Group 3-2,,true,,9293,5475,3,13,0,5,0
